sample,surface,surface_kind,output,estimator,param,n_obs,n_dev,n_fam,n_fam_ge2,identified,obs,obs_se_cr1_allk,obs_se_cr1_nested,obs_se_cv3,bench,bench_se,bench_lo,bench_hi,bench_se_runlevel,bias,bias_se_table8,bias_se_nested,bias_se_cv3,p_normal_table8,p_t_nested,p_t_cv3,p_wcr_combined,p_wcr_benchfixed_allk,p_wcr_subcluster_family,B_wild,G_star,loo_bias_min,loo_bias_max,loo_argmin,loo_argmax,loo_n_unidentified,mde80,mde80_cv3,p_wcr_cv3_combined,obs_se_cv3_y,cv3_check,mde80_cv3_tG1,obs_n_at_floor,p_conservative,p_min_of_three
strict support (20),strict,ols,y_hellaswag,Family FE,theta_D,20,6,9,5,True,0.10929223138084153,0.07081596335140715,0.051526181801950746,0.11393738077145886,0.3358950286773821,0.02399693482938968,0.28979612941092864,0.38262313864308395,0.019156893543810744,-0.22660279729654054,0.0747713417466466,0.0568401292424081,0.11643701996472762,0.002440600378197544,0.010461067910727826,0.10920855489158589,0.1484148414841484,0.13631363136313632,0.1425142514251425,9999,3.3123142787516846,-0.34422663168581735,-0.1888278229231028,Cerebras,Meta,0,0.15915236187874265,0.32602365590123733,0.047004700470047005,0.8012132232148448,0.11393738077292592,0.406379826015294,0,0.1484148414841484,0.047004700470047005
strict support (20),strict,ols,y_hellaswag,Family FE,theta_C,20,6,9,5,True,0.4727069097348451,0.07109247489691099,0.05298920218606344,0.1580617368136213,0.4642546858371076,0.009742535001384297,0.44760748425992464,0.4810191485072147,0.010197830009455735,0.008452223897737476,0.07175692980626414,0.053877384277345064,0.15836170507036,0.9062343277893339,0.8814782659721997,0.959501648688576,0.862086208620862,0.8443844384438444,0.8607860786078608,9999,1.3557453872669007,-0.007779569591892001,0.18064925032845078,Meta,Cerebras,0,0.15085667597656616,0.4434127741970079,0.8570857085708571,0.24310614390421212,0.15806173681314284,0.5527022434400444,0,0.959501648688576,0.8570857085708571
strict support (20),strict,ols,y_hellaswag,Lab x period FE,theta_N,20,6,9,5,True,0.6126551131491483,0.17438565930769528,0.13374769524606786,0.14747962368808135,0.5593827162255289,0.02336168699735925,0.5147725045871707,0.6035051248239032,0.022387180725812764,0.0532723969236194,0.1759435323947492,0.13577265705213856,0.1493184778335912,0.7620565983190332,0.7109565700394911,0.7358261836587343,0.6571657165716571,0.6438643864386439,0.725972597259726,9999,3.5628257684762317,-0.033803761594409454,0.18544075469187457,Meta,Cerebras,0,0.38016343974598793,0.41809173793405535,0.6579657965796579,0.16091836171956428,0.14747962368801984,0.5211402444107998,0,0.7358261836587343,0.6571657165716571
strict support (20),strict,ols,y_hellaswag,Lab x period FE,theta_D,20,6,9,5,True,0.360601586403084,0.10214326653077217,0.07834030927560767,0.3385826596658193,0.33793610000290397,0.01705874997127008,0.30553429341554417,0.3710282412060385,0.013577845037599835,0.022665486400180013,0.10355794439905935,0.0801760875073121,0.33901212128324015,0.8267531284770917,0.7887390653700956,0.9492862575756054,0.828082808280828,0.8213821382138213,0.8876887688768876,9999,1.9219156373511408,-0.34422662987329034,0.07363931500132476,Cerebras,Meta,0,0.22449304502047387,0.9492339395930723,0.7427742774277428,1.029061194969079,0.33858265966571055,1.1831948885834846,0,0.9492862575756054,0.7427742774277428
strict support (20),strict,ols,y_hellaswag,Lab x period FE,theta_C,20,6,9,5,True,0.47646792666593485,0.04621096410556636,0.03612477238623055,0.13172272994424353,0.43973276722921534,0.007830739609226636,0.4254010696902464,0.4541609415320692,0.00793113491925234,0.03673515943671951,0.04686975236112789,0.03696376148046186,0.13195528813500285,0.4331744084715322,0.3659430910543374,0.7918581411186464,0.1621162116211621,0.09050905090509051,0.25552555255525555,9999,1.2308975945223646,0.02722457961519389,0.18064925031047716,Meta,Cerebras,0,0.10349853214529321,0.3694748067780079,0.47004700470047006,0.2388909107500732,0.13172272994437673,0.46054053127042244,0,0.7918581411186464,0.1621162116211621
strict support (20),strict,tobit,y_hellaswag,OLS,theta_N,20,6,9,5,True,0.6229371264112209,0.10618037934587184,0.10618037934587184,0.10546565126436197,0.5190392380030174,0.017814102506980685,0.484326083306027,0.5546134532849863,,0.10389788840820346,0.1076643636778784,0.1076643636778784,0.10695955237726658,0.3345365428152177,0.3788576492660482,0.3759744650410189,0.3562356235623562,0.35993599359935996,0.3513351335133513,9999,3.183174855061533,0.02867265261664048,0.16927836408724695,BigScience,Cerebras,0,0.3014602182980595,0.2994867466563464,0.29752975297529755,0.14374210522443995,0.1054656512643568,0.37330227361465085,0,0.3759744650410189,0.29752975297529755
strict support (20),strict,tobit,y_hellaswag,OLS,theta_D,20,6,9,5,True,0.2946286818437057,0.09443535182642405,0.09443535182642405,0.6146493061840481,0.38373215612891176,0.012508777723896242,0.3586800665589367,0.4060275104478586,,-0.08910347428520604,0.0952601973267237,0.0952601973267237,0.614776576581019,0.3495979574219684,0.39253716783469206,0.8904223653183695,0.36263626362636264,0.3503350335033503,0.39803980398039807,9999,2.0516922025458255,-0.7582821606377494,-0.031230074250817638,Cerebras,BigScience,0,0.2667285525148263,1.7213744144268532,0.5793579357935793,0.761869701867954,0.6146493061840624,2.1456474779666697,0,0.8904223653183695,0.36263626362636264
strict support (20),strict,tobit,y_hellaswag,OLS,theta_C,20,6,9,5,True,0.4063295351013764,0.01852690049510861,0.01852690049510861,0.07473904652460538,0.4297678787710638,0.007048899329119313,0.41580562364928597,0.4429024850031235,,-0.02343834366968739,0.01982253827610668,0.01982253827610668,0.07507071371153458,0.2370435336713823,0.29020321340180577,0.7674763963400048,0.22722272227222723,0.22022202220222023,0.3394339433943394,9999,1.5147056418782985,-0.1035919911322365,-0.011085609816816154,Cerebras,BigScience,0,0.0555031071730987,0.2101979983922968,0.38593859385938595,0.04313632359326447,0.07473904652460538,0.26200622092680614,0,0.7674763963400048,0.22722272227222723
strict support (20),strict,tobit,y_hellaswag,Year FE,theta_N,20,6,9,5,True,0.5433752129424213,0.15294617660747864,0.15294617660747864,0.14539540755048447,0.522222279747006,0.018107045141776506,0.487135951129275,0.5582621031545566,,0.021152933195415335,0.15401427863225012,0.15401427863225012,0.14651856408161323,0.8907589129302339,0.8961182331926282,0.8908467477250939,0.8892889288928892,0.8883888388838884,0.8861886188618862,9999,3.8103537564744814,-0.0652092624142713,0.1199344381035998,Meta,Cerebras,0,0.4312399801703003,0.41025197942851704,0.8786878687868787,0.18076996477225965,0.1453954075505075,0.5113681937027748,0,0.8908467477250939,0.8786878687868787
strict support (20),strict,tobit,y_hellaswag,Year FE,theta_D,20,6,9,5,True,0.41048372452326765,0.10114976846424202,0.10114976846424202,0.7231238814379255,0.3844037978304734,0.012602182914982229,0.3592226583930579,0.40673727760421835,,0.026079926692794242,0.10193179422826049,0.10193179422826049,0.7232336848626961,0.7980615342956786,0.8082540901787236,0.9726297572725255,0.8336833683368337,0.8365836583658366,0.8303830383038304,9999,2.7997307463219507,-0.7581431592933281,0.09898773514569854,Cerebras,EleutherAI,0,0.28540902383912936,2.025054317615549,0.8860886088608861,0.8779486918094173,0.7231238814378187,2.5241764098045114,0,0.9726297572725255,0.8336833683368337
strict support (20),strict,tobit,y_hellaswag,Year FE,theta_C,20,6,9,5,True,0.46036462376258036,0.019497159444594087,0.019497159444594087,0.07912502464897107,0.43613404701120717,0.006766200726394928,0.4230853678768705,0.4494795957095751,,0.02423057675137319,0.02063784627033043,0.02063784627033043,0.07941379601788437,0.24036115540965308,0.29323340579086715,0.772569246602276,0.26992699269926995,0.24222422242224223,0.21252125212521253,9999,1.5103727980788744,-0.058722292201274326,0.044646496217685086,Cerebras,EleutherAI,0,0.0577859695569252,0.2223586288500762,0.6363636363636364,0.03468447605778294,0.07912502464898287,0.27716412373606036,0,0.772569246602276,0.26992699269926995
strict support (20),strict,tobit,y_hellaswag,Developer FE,theta_N,20,6,9,5,True,0.6264145917148319,0.16908135905850244,0.14205675580200594,0.14805655453927513,0.5623462191187991,0.018029151406205934,0.5273565666522275,0.5977008123720912,,0.06406837259603282,0.1700398667415913,0.14319627149272654,0.14915023849283396,0.7063338198163811,0.6732915042292701,0.6854000442241668,0.6358635863586358,0.6193619361936193,0.7161716171617162,9999,3.5600590171177773,-0.03570875760748678,0.18859196138988715,Meta,Cerebras,0,0.4009495601796343,0.41762066777993506,0.6123612361236124,0.15737665071147902,0.14805655453929595,0.5205530679780246,0,0.6854000442241668,0.6123612361236124
strict support (20),strict,tobit,y_hellaswag,Developer FE,theta_D,20,6,9,5,True,0.3017379181981148,0.1839552447215918,0.1545533193216862,0.759356546485067,0.3296352790825765,0.013724253364207387,0.30211941501200434,0.3547072732553681,,-0.027897360884461708,0.18446649341001115,0.15516147602983177,0.7594805592114473,0.879792177339888,0.8643724643552398,0.9721199762248385,0.7296729672967297,0.7118711871187119,0.8706870687068707,9999,2.113616604093646,-0.8538585046233298,0.06885384446538151,Cerebras,Meta,0,0.4344521328835289,2.1265455657920525,0.7531753175317532,0.8476246806496945,0.7593565464854328,2.6506825544645682,0,0.9721199762248385,0.7296729672967297
strict support (20),strict,tobit,y_hellaswag,Developer FE,theta_C,20,6,9,5,True,0.44909165532028106,0.013167172695806499,0.011189945085793908,0.042103219244763325,0.4352505864932883,0.0072271434526452,0.4213954855206569,0.45019206133108536,,0.013841068826992764,0.015020187724735819,0.013320903629566413,0.04271899663215092,0.35679062811296935,0.34639444829855554,0.7590505283976064,0.36803680368036806,0.41184118411841186,0.29632963296329634,9999,1.3306227340033272,-0.03092953625013893,0.023723952692552033,Cerebras,Meta,0,0.037298530162785955,0.11961319057002257,0.6296629662966297,0.014215345954640262,0.04210321924475409,0.14909466443043923,0,0.7590505283976064,0.36803680368036806
strict support (20),strict,tobit,y_hellaswag,Family FE,theta_N,20,6,9,5,True,0.7450805296013138,0.07104897599743962,0.05169572340519132,0.03746185821007928,0.5604010002570727,0.021184640458471776,0.5215857854913911,0.6033230450650846,,0.18467952934424103,0.07414004303775032,0.05586803030124442,0.04303695867399094,0.012740016532375591,0.021342587962104122,0.007780309193588142,0.1474147414741474,0.1257125712571257,0.1348134813481348,9999,2.568882371690885,0.1475959645369055,0.19744247365694614,Meta,BigScience,0,0.15643048484348435,0.12050348428717463,0.11751175117511752,0.07186773015793058,0.03746185821010752,0.1502043918975417,0,0.1474147414741474,0.007780309193588142
strict support (20),strict,tobit,y_hellaswag,Family FE,theta_D,20,6,9,5,True,0.10929223138084153,0.07081596335140715,0.051526181801950746,0.09987746592517698,0.33697270512812183,0.02018740422482391,0.29979165154307424,0.3765568195247026,,-0.2276804737472803,0.07363716422245142,0.05533966660926065,0.10189720059438005,0.0019886413450242437,0.00922563409170465,0.07574401190942995,0.14571457145714573,0.14521452145214522,0.14431443144314432,9999,3.3123142787516846,-0.3290439404627983,-0.19042520412795605,Cerebras,Meta,0,0.15495106650592982,0.28531216166426415,0.04030403040304031,0.8012132232148448,0.09987746592580381,0.35563402998061727,0,0.14571457145714573,0.04030403040304031
strict support (20),strict,tobit,y_hellaswag,Family FE,theta_C,20,6,9,5,True,0.4727069097348451,0.07109247489691099,0.05298920218606344,0.15852735253292982,0.4646836463980052,0.00810587715195617,0.44913752628884457,0.4808549961586782,,0.008023263336839892,0.07155309379314444,0.05360560411671634,0.15873445355530857,0.9107201654182818,0.8868733320700241,0.9616450104003298,0.8643864386438644,0.8443844384438444,0.8523852385238524,9999,1.3557453872669007,-0.008206114139392639,0.18073119909786106,Meta,Cerebras,0,0.15009569152680574,0.444456469954864,0.8437843784378438,0.24310614390421212,0.15852735253282682,0.5540031824756428,0,0.9616450104003298,0.8437843784378438
strict support (20),strict,tobit,y_hellaswag,Lab x period FE,theta_N,20,6,9,5,True,0.6126551131491483,0.17438565930769528,0.13374769524606786,0.149007804289675,0.5609583328910902,0.017961857178852254,0.5260180935478843,0.596083907344981,,0.05169678025805813,0.1753082613155839,0.13494841346584452,0.15008648857423365,0.768077357524493,0.7174023784914407,0.7445249543172698,0.6653665366536654,0.6474647464746475,0.7405740574057406,9999,3.5628257684762317,-0.03595377669889357,0.18538485130001076,Meta,Cerebras,0,0.37785555770436463,0.4202421680078542,0.6562656265626563,0.16091836171956428,0.14900780428965804,0.5238206983699847,0,0.7445249543172698,0.6562656265626563
strict support (20),strict,tobit,y_hellaswag,Lab x period FE,theta_D,20,6,9,5,True,0.360601586403084,0.10214326653077217,0.07834030927560767,0.32676315086042135,0.3359150312641666,0.013153603337711699,0.30982716713053954,0.35994600208326044,,0.024686555138917377,0.10298671845603308,0.07943690161482711,0.3270277878728295,0.8105580265934461,0.7685137951238518,0.9427540025898047,0.821982198219822,0.824982498249825,0.8901890189018902,9999,1.9219156373511408,-0.32904393854838965,0.07599663292877729,Cerebras,Meta,0,0.2224233245215159,0.9156778060439225,0.7268726872687269,1.029061194969079,0.32676315086038343,1.1413680595585982,0,0.9427540025898047,0.7268726872687269
strict support (20),strict,tobit,y_hellaswag,Lab x period FE,theta_C,20,6,9,5,True,0.47646792666593485,0.04621096410556636,0.03612477238623055,0.13146001125213835,0.439365056728084,0.007134435150768162,0.4260538184863704,0.45415305547386664,,0.037102869937850835,0.04675845772142682,0.036822538544721235,0.13165346453220614,0.42748614910779537,0.3598853276641064,0.7893719786341391,0.1482148214821482,0.09920992099209922,0.2603260326032603,9999,1.2308975945223646,0.027634757934849475,0.18073119908314844,Meta,Cerebras,0,0.10310310792521946,0.36862970069017714,0.48044804480448045,0.2388909107500732,0.13146001125217416,0.4594871289828253,0,0.7893719786341391,0.1482148214821482
strict support (20),strict,ols,y_core,OLS,theta_N,20,6,9,5,True,0.6810169741324394,0.12369632364604893,0.12369632364604893,0.11180063845115404,0.50772795189827,0.03960311155054307,0.431873618953395,0.5847606886369658,0.04303425567585972,0.17328902223416942,0.12988143411601538,0.12988143411601538,0.11860771139588867,0.18213526004373393,0.23967215163624891,0.20384720985278318,0.30363036303630364,0.314031403140314,0.2502250225022502,9999,3.183174855061533,0.09635094867864125,0.25404896980178693,BigScience,Cerebras,0,0.36366801552484307,0.33210159190848826,0.17651765176517653,0.19112319249978751,0.11180063845101806,0.41395581178335417,0,0.30363036303630364,0.17651765176517653
strict support (20),strict,ols,y_core,OLS,theta_D,20,6,9,5,True,0.37681395968399084,0.10862341418427988,0.10862341418427988,1.0119618093902407,0.47836168277310687,0.04287474601256813,0.3965278322313364,0.5622690707934076,0.032104448851112,-0.10154772308911603,0.1167788078149963,0.1167788078149963,1.0128696596848046,0.38453368200193405,0.4243027960932205,0.9240358573487669,0.3686368636863686,0.3491349134913491,0.37863786378637865,9999,2.0516922025458255,-1.2074799179762206,-0.044437753727505525,Cerebras,BigScience,0,0.32698066188198965,2.8360350471174525,0.5659565956595659,1.046089784615896,1.0119618093904383,3.535042344810699,0,0.9240358573487669,0.3686368636863686
strict support (20),strict,ols,y_core,OLS,theta_C,20,6,9,5,True,0.48031338785547206,0.02167195721131918,0.02167195721131918,0.1544450537555239,0.4883530106525902,0.024521410475640992,0.44305521780037893,0.5342470452014121,0.019932222441158845,-0.008039622797118118,0.03272572842709731,0.03272572842709731,0.1563795837098358,0.8059402260893229,0.8157056798345925,0.9609887395269501,0.7933793379337933,0.6356635663566357,0.798979897989799,9999,1.5147056418782985,-0.17590454388949017,0.00497904941406891,Cerebras,Meta,0,0.09163203959587246,0.4378628343875402,0.8821882188218821,0.0954992495825249,0.15444505375541895,0.5457843909059016,0,0.9609887395269501,0.7933793379337933
strict support (20),strict,ols,y_core,Year FE,theta_N,20,6,9,5,True,0.6038654139039428,0.17352682749690074,0.17352682749690074,0.13829590075914586,0.5025435261499296,0.04083282591833304,0.42422244222916233,0.581736121103382,0.0436097072746548,0.10132188775401318,0.17826631631807519,0.17826631631807519,0.14419804381218357,0.5697812372820303,0.5943562640480414,0.5136261382417735,0.5867586758675868,0.5775577557755776,0.5655565556555655,9999,3.8103537564744814,0.021065946193379703,0.18463448480930533,Meta,Cerebras,0,0.49914568569061046,0.403754522674114,0.4436443644364436,0.21380216398346838,0.13829590075926923,0.5032692864682762,0,0.5867586758675868,0.4436443644364436
strict support (20),strict,ols,y_core,Year FE,theta_D,20,6,9,5,True,0.49389698057185644,0.11574085287132206,0.11574085287132206,1.1932455568288927,0.4794956886782834,0.042847693721012665,0.3976107336075469,0.5634421096772342,0.032274561403334644,0.014401291893573032,0.12341746181392133,0.12341746181392133,1.1940146078457767,0.9071075881666935,0.9116496500690013,0.9908432147162513,0.9145914591459146,0.9111911191119112,0.9183918391839184,9999,2.7997307463219507,-1.2864363308764952,0.10541904463197482,Cerebras,EleutherAI,0,0.3455688930789797,3.3432409019681746,0.9402940294029403,1.2438014685191199,1.193245556828372,4.167260968574045,0,0.9908432147162513,0.9145914591459146
strict support (20),strict,ols,y_core,Year FE,theta_C,20,6,9,5,True,0.5351736974436476,0.02498530157825375,0.02498530157825375,0.1509273465949707,0.4881467081789796,0.02246470338081857,0.4468127959353392,0.5303852042341087,0.019056267262987776,0.04702698926466803,0.033599526677387144,0.033599526677387144,0.15259006143319614,0.1616233987646576,0.22050734859911858,0.7703625071143781,0.29142914291429145,0.21922192219221923,0.29312931293129313,9999,1.5103727980788744,-0.1146747137875558,0.07714071110281326,Cerebras,EleutherAI,0,0.094078674696684,0.4272521720129492,0.5784578457845785,0.08862630356823425,0.15092734659496598,0.5325584821362646,0,0.7703625071143781,0.29142914291429145
strict support (20),strict,ols,y_core,Developer FE,theta_N,20,6,9,5,True,0.7181294664060087,0.16699396460917426,0.14030299367706303,0.0814492799975703,0.5296554486825378,0.04237353824515598,0.4476870859580211,0.6123103977700577,0.04551085408039363,0.18847401772347094,0.1722861020491898,0.14656209188654373,0.09181231919266772,0.2739727420031357,0.2547849525898861,0.09530028989269108,0.33853385338533853,0.30223022302230224,0.33073307330733076,9999,3.5600590171177773,0.12354047228307985,0.24646763472368022,Meta,Cerebras,0,0.41037385728232245,0.2570744937394696,0.0849084908490849,0.1533416976447012,0.08144927999790555,0.3204365270674181,0,0.33853385338533853,0.0849084908490849
strict support (20),strict,ols,y_core,Developer FE,theta_D,20,6,9,5,True,0.3405400832783148,0.19600253447205196,0.1646750672641367,0.9678079300333442,0.446396763282316,0.047692907840180286,0.3553333091495576,0.540801112641613,0.03742534854333185,-0.10585668000400117,0.20172160761237218,0.1714423845981497,0.9689823542736361,0.5997457359487117,0.5639709564801108,0.9172569808355996,0.5872587258725872,0.594959495949595,0.6052605260526053,9999,2.113616604093646,-1.161907912323851,-0.013004842897854973,Cerebras,Meta,0,0.4800386768748191,2.713150591966181,0.5178517851785178,0.9503469375584235,0.967807930035105,3.3818701359833563,0,0.9172569808355996,0.5178517851785178
strict support (20),strict,ols,y_core,Developer FE,theta_C,20,6,9,5,True,0.5119081279822413,0.01828721360366918,0.015541143169058098,0.07327615924870631,0.4841835198919393,0.0213212108785944,0.4445604418826991,0.5240927281060446,0.01981515523382985,0.027724608090301972,0.028089432438476135,0.026384108177663564,0.07631506763130895,0.323636734896216,0.3414585434034398,0.7312411905106058,0.41344134413441347,0.37073707370737075,0.28032803280328034,9999,1.3306227340033272,-0.05011116629406548,0.045928993618522033,Cerebras,Meta,0,0.07387550289745798,0.21368218936766506,0.5586558655865587,0.013810937601802685,0.07327615924853388,0.26634917241742784,0,0.7312411905106058,0.41344134413441347
strict support (20),strict,ols,y_core,Family FE,theta_N,20,6,9,5,True,0.8329020525692485,0.06219653726067885,0.04525462811884296,0.030381264560533555,0.5936393433326232,0.04323212643576744,0.5116267000578572,0.678614960510982,0.05734031969122953,0.2392627092366253,0.07574579858564562,0.06258592591256404,0.05283973876217892,0.001584425522843917,0.012336003466592898,0.0062364442344206876,0.08970897089708971,0.0961096109610961,0.11051105110511052,9999,2.568882371690885,0.21541093702081465,0.25833068341085835,Meta,EleutherAI,0,0.1752405925551793,0.14795126853410098,0.05860586058605861,0.059015293438107914,0.030381264560692123,0.18441732579013695,0,0.08970897089708971,0.0062364442344206876
strict support (20),strict,ols,y_core,Family FE,theta_D,20,6,9,5,True,0.15811788510320615,0.06069970717212414,0.04416552425554054,1.5481007547615622,0.3231307056497247,0.030537079944611495,0.2653108958646471,0.3844059234630371,0.05150946229200249,-0.16501282054651853,0.06794827225415825,0.053694569411722945,1.5484019052380626,0.015161153520836194,0.027683613895977684,0.919274091188915,0.18271827182718273,0.20972097209720972,0.18691869186918691,9999,3.3123142787516846,-1.8605985719525933,-0.14105060953706322,Cerebras,Meta,0,0.15034479435282425,4.335525334666575,0.34053405340534054,1.9699387021841221,1.5481007547650971,5.404117153144332,0,0.919274091188915,0.18271827182718273
strict support (20),strict,ols,y_core,Family FE,theta_C,20,6,9,5,True,0.5438224849916329,0.0744620759581926,0.05550075452942381,0.1522878723663246,0.47775262907010974,0.018300310750748196,0.44295486630145836,0.5127657461839791,0.019672297646664,0.06606985592152315,0.07667791161460771,0.05844001306390432,0.15338349795018993,0.3888777544643477,0.3095367772748396,0.684587516587967,0.16001600160016002,0.09910991099109911,0.1621162116211621,9999,1.3557453872669007,0.05110924508560642,0.23195857483889396,Meta,Cerebras,0,0.16363203657893208,0.4294737942605318,0.4515451545154515,0.2555501321371041,0.1522878723657484,0.5353276752487969,0,0.684587516587967,0.16001600160016002
strict support (20),strict,ols,y_core,Lab x period FE,theta_N,20,6,9,5,True,0.7015637528488792,0.17055843915486518,0.13081235138423608,0.08789014796809494,0.5306781758143179,0.04195878178888402,0.4493693415509953,0.6124446604467945,0.045314917064495704,0.1708855770345613,0.17564373184418233,0.13737689268534223,0.09739208119277876,0.3305979385848342,0.2686656281369432,0.13968924728508456,0.34233423342334235,0.31393139313931395,0.37413741374137416,9999,3.5628257684762317,0.12334899876761074,0.2510611799333772,Meta,Cerebras,0,0.3846552995189582,0.2726978273397805,0.10321032103210322,0.16361361459079252,0.08789014796799004,0.3399105973545035,0,0.34233423342334235,0.10321032103210322
strict support (20),strict,ols,y_core,Lab x period FE,theta_D,20,6,9,5,True,0.407364172388641,0.10035649189443518,0.0769699156865767,1.6665500389214996,0.44261479583361973,0.04488595021848933,0.3568866782972704,0.5312838342247695,0.03546092001730272,-0.03525062344497876,0.10993713654800429,0.08910171966811543,1.6671543961961857,0.748480601597187,0.708700137843014,0.9839484859479555,0.6821682168216822,0.6191619161916192,0.7355735573557356,9999,1.9219156373511408,-1.8605985695578227,-0.0074230132940608096,Cerebras,Meta,0,0.2494848150707232,4.66803230934932,0.6883688368836883,2.1973442252326714,1.6665500389212071,5.818578263786496,0,0.9839484859479555,0.6821682168216822
strict support (20),strict,ols,y_core,Lab x period FE,theta_C,20,6,9,5,True,0.5426046077630526,0.049269273333873286,0.038515562686707916,0.15782799003741033,0.4830966001566239,0.020406132364928612,0.4451615626397364,0.5214395461036597,0.019354541838712543,0.059508007606428714,0.05332796201752796,0.04358736981246648,0.15914171256255816,0.2644702818942183,0.23039015106839836,0.7237878516393431,0.21262126212621263,0.1843184318431843,0.14331433143314332,9999,1.2308975945223646,0.04906967593619576,0.23195857481482252,Meta,Cerebras,0,0.12204463547490613,0.4455967951751628,0.5042504250425043,0.25587050636246567,0.15782799003759782,0.5554245675691413,0,0.7237878516393431,0.21262126212621263
strict support (20),strict,ols,y_arc_c,OLS,theta_N,20,6,9,5,True,0.9539858992960866,0.2980543410632624,0.2980543410632624,0.30814261566127354,0.8459376061013687,0.08926129628370527,0.6736951923742078,1.0149188770443534,0.08453712055859368,0.10804829319471787,0.31113336246841633,0.31113336246841633,0.32081061485059803,0.7283860470112586,0.7425258618501406,0.7499458525765623,0.7438743874387439,0.7592759275927593,0.7463746374637463,9999,3.183174855061533,-0.030291587845538093,0.37803682937368394,BigScience,Cerebras,0,0.8711734149115656,0.8982697215816744,0.6808680868086808,0.4597050456491962,0.3081426156610431,1.1196693447353678,4,0.7499458525765623,0.6808680868086808
strict support (20),strict,ols,y_arc_c,OLS,theta_D,20,6,9,5,True,0.21467965267262035,0.1964248291344871,0.1964248291344871,1.5732893652797695,0.38180069670187705,0.0790365111674951,0.23114768897784796,0.5323846540272693,0.05416003668900891,-0.1671210440292567,0.21172974188347285,0.21172974188347285,1.5752733721484502,0.4299290730689581,0.4656929227322626,0.9196357324303996,0.42814281428142814,0.46704670467046705,0.41594159415941595,9999,2.0516922025458255,-1.883494727834329,-0.04353926468773234,Cerebras,Meta,0,0.592843277273724,4.41076544201566,0.6002600260026003,1.411663616110884,1.5732893652799969,5.497901948144471,4,0.9196357324303996,0.42814281428142814
strict support (20),strict,ols,y_arc_c,OLS,theta_C,20,6,9,5,True,0.4662148779648963,0.028819689467426534,0.028819689467426534,0.19860423678955402,0.5397146634814516,0.04534257541119009,0.4532038035132756,0.6255388551781028,0.03500795536044994,-0.07349978551655528,0.05372637756184904,0.05372637756184904,0.20371448651404422,0.17129983572903318,0.2295753641305659,0.73299279366997,0.36263626362636264,0.22452245224522452,0.36423642364236425,9999,1.5147056418782985,-0.2872619871469114,-0.0348347812047428,Cerebras,Meta,0,0.1504338571731773,0.5704005622393238,0.39713971397139713,0.11725823754451181,0.19860423678939032,0.7109891477079242,4,0.73299279366997,0.36263626362636264
strict support (20),strict,ols,y_arc_c,Year FE,theta_N,20,6,9,5,True,0.807979280700464,0.3873741666740729,0.3873741666740729,0.3575675690280774,0.8329058049243558,0.09180204043226262,0.655379963880085,1.006386243507234,0.08607739584672586,-0.024926524223891855,0.3981034534313401,0.3981034534313401,0.3691641654442854,0.9500745318184233,0.9525004717183908,0.9487834537124314,0.9583958395839584,0.95009500950095,0.9584958495849585,9999,3.8103537564744814,-0.20347268245124817,0.2857300600098559,Meta,Cerebras,0,1.1146896696077522,1.033659663243999,0.9417941794179417,0.5163506033330499,0.35756756902796166,1.2884293102810074,4,0.9583958395839584,0.9417941794179417
strict support (20),strict,ols,y_arc_c,Year FE,theta_D,20,6,9,5,True,0.4237310793351966,0.17215631313446855,0.17215631313446855,1.678598645710448,0.378374230027977,0.07918670450997582,0.22736950151759325,0.5289579314551924,0.0544069855580637,0.045356849307219615,0.18949493482202479,0.18949493482202479,1.680465396118617,0.8108291374628777,0.8203313122715029,0.979511324311149,0.8270827082708271,0.8262826282628263,0.8313831383138314,9999,2.7997307463219507,-1.7858644419667904,0.1414483239957719,Cerebras,Meta,0,0.5305858175016693,4.705303109132127,0.8508850885088509,1.5378720644534267,1.6785986457099864,5.865035325588712,4,0.979511324311149,0.8270827082708271
strict support (20),strict,ols,y_arc_c,Year FE,theta_C,20,6,9,5,True,0.5679588703311429,0.06790791247292499,0.06790791247292499,0.1450072590788089,0.5489829270994567,0.042149362290298004,0.46807289289246695,0.6300327265005158,0.03428627644466667,0.018975943231686165,0.0799252983598387,0.0799252983598387,0.15100885380343632,0.8123302097657081,0.8217518110206871,0.9048965494489977,0.7857785778577858,0.714971497149715,0.7757775777577758,9999,1.5103727980788744,-0.13576378216012602,0.048866726403411165,Cerebras,EleutherAI,0,0.22379083540754835,0.42282479064962164,0.6108610861086109,0.19463792297762142,0.14500725907881085,0.5270398688836193,4,0.9048965494489977,0.6108610861086109
strict support (20),strict,ols,y_arc_c,Developer FE,theta_N,20,6,9,5,True,1.0100384017312325,0.4289249048171204,0.36036900105541414,0.20471043802557834,0.8067520151598194,0.08843011040042817,0.6372092872335,0.9761875727399233,0.08230542664674906,0.20328638657141307,0.43794572540191296,0.37106023951254735,0.22299382920174285,0.6425175789584072,0.6073524822511296,0.40377714683620236,0.5818581858185818,0.564056405640564,0.5827582758275828,9999,3.5600590171177773,0.06830642602662462,0.338237834630859,Meta,Cerebras,0,1.0389686706351324,0.62438272176488,0.4227422742274227,0.3891899619999336,0.2047104380256468,0.7782764754795348,4,0.5818581858185818,0.40377714683620236
