uid,model,dev,year,gen,N,D,M,Cmp,set,dlo,dhi,Mstar_hi_eff,Mstar_lo_eff,binding_upper,binding_lower,tau_break,sign_tau1
B:Qwen/Qwen3-14B-Base,Qwen3-14B-Base,Alibaba,2025,Qwen3,14768307200.0,36000000000000.0,2437.6524345322396,3.1899543552e+24,S2(f)-total,1.452661534119608,6.421741312584747,570.2809898673675,3.963190669936381,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",4.274476052759841,w>1
B:allenai/OLMo-2-0425-1B,OLMo-2-0425-1B,AI2,2025,OLMo-2,1484916736.0,4050000000000.0,2727.4256541209866,3.60834766848e+22,S2(f)-total,3.0211973143967548,6.098964381831854,132.94242570404782,6.123593378823924,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",20.515840896364374,w>1
B:allenai/OLMo-2-1124-7B,OLMo-2-1124-7B,AI2,2024,OLMo-2,7298617344.0,4050000000000.0,554.8996212727055,1.773564014592e+23,S2(f)-total,0.9135810338200487,4.659807745137679,222.56210828123753,5.253946401151576,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",2.493234924659836,w>1
B:allenai/OLMo-2-1124-13B,OLMo-2-1124-13B,AI2,2024,OLMo-2,13716198400.0,5150000000000.0,375.46846799766325,4.2383053056e+23,S2(f)-total,0.23989890960179672,4.3538020562811575,295.38381683735196,4.827710979401515,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.2711206457339825,w>1
B:allenai/OLMo-2-0325-32B,OLMo-2-0325-32B,AI2,2025,OLMo-2,32234279936.0,6150000000000.0,190.79067415839916,1.1894449296384e+24,S2(f)-total,-0.7731301170482032,3.7775017043326127,413.3550865480112,4.365248753679404,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:allenai/Olmo-3-1025-7B,Olmo-3-1025-7B,AI2,2025,Olmo-3,7298011136.0,6030000000000.0,826.2525073790187,2.6404204290048e+23,S2(f)-total,1.1824706220844297,5.096514794649048,253.26333664744914,5.055039321426591,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",3.2624244721579627,w>1
B:allenai/Olmo-3-1125-32B,Olmo-3-1125-32B,AI2,2025,Olmo-3,32233522176.0,5600000000000.0,173.73217762002974,1.0830463451136e+24,S2(f)-total,-0.836248995152495,3.6746777442958227,400.9207991669895,4.405426868049335,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:HuggingFaceTB/SmolLM2-135M,SmolLM2-135M,Hugging Face,2024,SmolLM2,134515008.0,2000000000000.0,14868.229424630446,1.614180096e+21,S2(f)-total,5.706419112583489,7.5100887695786245,49.430263075159715,8.140838564705495,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",300.79203507420146,w>1
B:HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,Hugging Face,2024,SmolLM2,361821120.0,4000000000000.0,11055.186607127853,8.68370688e+21,S2(f)-total,4.878062913562578,7.364328076461016,84.14925433623661,7.002917840582937,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",131.37593071180947,w>1
B:HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,Hugging Face,2024,SmolLM2,1711376384.0,11000000000000.0,6427.574964128989,1.12950841344e+23,S2(f)-total,3.509476780173067,7.065743249256997,192.26522940697174,5.488249503443525,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",33.430771564647344,w>1
B:HuggingFaceTB/SmolLM3-3B-Base,SmolLM3-3B-Base,Hugging Face,2025,SmolLM3,3075098624.0,11200000000000.0,3642.1596083417194,2.066466275328e+23,S2(f)-total,2.745509221706201,6.5561645240444015,233.88343775250334,5.176698819853913,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",15.572541789794759,w>1
B:tiiuae/Falcon3-7B-Base,Falcon3-7B-Base,TII,2024,Falcon3,7455550464.0,14000000000000.0,1877.7956191968176,6.26266238976e+23,S2(f)-total,1.7225171623457278,6.001529201698082,335.4042975554899,4.647477611027934,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",5.598603335981858,w>1
B:tiiuae/falcon-11B,falcon-11B,TII,2024,Falcon2,11102822400.0,5500000000000.0,495.3695377492483,3.663931392e+23,S2(f)-total,0.5643908599693148,4.616759238061166,281.71985776149137,4.896618118290489,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.758376359002127,w>1
B:ibm-granite/granite-3.0-2b-base,granite-3.0-2b-base,IBM,2024,Granite-3.0,2533525504.0,12000000000000.0,4736.482810634458,1.82413836288e+23,S2(f)-total,3.0487185823672913,6.8067941421362,224.602356405329,5.239656663977807,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",21.088304176500962,w>1
B:ibm-granite/granite-3.0-8b-base,granite-3.0-8b-base,IBM,2024,Granite-3.0,8170835968.0,12000000000000.0,1468.6379762115425,5.88300189696e+23,S2(f)-total,1.4971130083174211,5.749667188236296,328.6448535262625,4.675908686196011,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",4.468769130121739,w>1
B:swiss-ai/Apertus-8B-2509,Apertus-8B-2509,Swiss AI,2025,Apertus,8053338176.0,15000000000000.0,1862.5816614409612,7.2480043584e+23,S2(f)-total,1.6668031414801971,6.007650785399612,351.74822608941355,4.581690381493393,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",5.29521266432058,w>1
B:swiss-ai/Apertus-70B-2509,Apertus-70B-2509,Swiss AI,2025,Apertus,70599864480.0,15000000000000.0,212.46499707162045,6.3539878032e+24,S2(f)-total,-1.2124044415615014,4.049378984911002,714.2133281925793,3.703944267956607,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:marin-community/marin-8b-base,marin-8b-base,Marin,2025,Marin,8030261248.0,12700000000000.0,1581.5176627239912,6.119059070976e+23,S2(f)-total,1.5583555290290745,5.827553151027167,332.8808712532775,4.65800413877647,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",4.751001932822596,w>1
B:m-a-p/neo_7b,neo_7b,M-A-P,2024,MAP-Neo,7793716224.0,4420000000000.0,567.1235483772215,2.0668935426048e+23,S2(f)-total,0.8856871907349397,4.696429663281049,233.89913785526454,5.1765950562112995,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",2.424650016145653,w>1
B:stabilityai/stablelm-3b-4e1t,stablelm-3b-4e1t,Stability AI,2023,StableLM-3B-4E1T,2795443200.0,4000000000000.0,1430.9001163035614,6.70906368e+22,S2(f)-total,2.175829231307768,5.513284066930885,162.42717474210366,5.770593358117089,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",8.809487196803712,w>1
B:meta-llama/Llama-2-7b-hf,Llama-2-7b-hf,Meta,2023,Llama-2,6738417664.0,2000000000000.0,296.80558548411165,8.0861011968e+22,S2(f)-NF,0.6801651680302587,3.5781080729262893,150.34191930577884,8.289330925012349,Marin,Llama 3,1.9742037806530983,w>1
B:meta-llama/Llama-2-13b-hf,Llama-2-13b-hf,Meta,2023,Llama-2,13015866880.0,2000000000000.0,153.6586090222828,1.5619040256e+23,S2(f)-NF,-0.12433248475273206,3.0074170873409543,174.00182746691462,7.593679296504569,Marin,Llama 3,1.0,not identified
B:meta-llama/Llama-2-70b-hf,Llama-2-70b-hf,Meta,2023,Llama-2,68976653312.0,2000000000000.0,28.99531803831451,8.27719839744e+23,S2(f)-NF,-2.1907130626038636,1.5438673576478548,259.26415167505274,6.192054960823281,Marin,Llama 3,1.0,not identified
B:huggyllama/llama-7b,llama-7b,Meta,2023,Llama,6738417664.0,1000000000000.0,148.40279274205582,4.0430505984e+22,S2(f)-NF,0.17601738279752066,2.8183871983041113,124.45108744407605,8.85996621379806,Marin,Llama 3,1.1924587867401546,w>1
B:huggyllama/llama-13b,llama-13b,Meta,2023,Llama,13015866880.0,1000000000000.0,76.8293045111414,7.809520128e+22,S2(f)-NF,-0.627939567547485,2.247313766125129,143.9585922028639,8.119530809354908,Marin,Llama 3,1.0,not identified
B:huggyllama/llama-30b,llama-30b,Meta,2023,Llama,32528947456.0,1400000000000.0,43.03858899503889,2.732431586304e+23,S2(f)-NF,-1.5178788524611275,1.8119877578662165,196.36515942970658,7.029456377445417,Marin,Llama 3,1.0,not identified
B:huggyllama/llama-65b,llama-65b,Meta,2023,Llama,65285665792.0,1400000000000.0,21.444217241505925,5.483995926528e+23,S2(f)-NF,-2.384388467293656,1.1983328286789146,232.72173834659773,6.469651142897795,Marin,Llama 3,1.0,not identified
B:meta-llama/Meta-Llama-3-70B,Meta-Llama-3-70B,Meta,2024,Llama-3 herd,70553706496.0,15000000000000.0,212.60399694026586,6.34983358464e+24,S2(f)-NF,-0.7579869261094467,3.7373088657052884,453.69183594799034,5.063826386103226,Marin,Llama 3,1.0,not identified
B:meta-llama/Meta-Llama-3-8B,Meta-Llama-3-8B,Meta,2024,Llama-3 herd,8030261248.0,15000000000000.0,1867.9342473118006,7.2272351232e+23,S2(f)-NF,1.9476074178367764,5.6504658270951875,266.3952214007848,6.567430049829151,Marin,Llama 3,7.011890969701522,w>1
B:meta-llama/Llama-3.1-405B,Llama-3.1-405B,Meta,2024,Llama-3 herd,405853388800.0,15600000000000.0,38.437525546170825,3.798787719168e+25,S2(f)-NF,-2.9213114481914335,2.2323166410006956,713.616468014268,4.123562891649562,Marin,Llama 3,1.0,not identified
B:Qwen/Qwen-72B,Qwen-72B,Alibaba,2023,Qwen,72287920128.0,3000000000000.0,41.50070986532617,1.301182562304e+24,S2(f)-NF,-1.9524182814676725,1.9496568018692566,292.40177951409305,5.906501718810939,Marin,Llama 3,1.0,not identified
B:Qwen/Qwen-14B,Qwen-14B,Alibaba,2023,Qwen,14167290880.0,3000000000000.0,211.75537549208562,2.5501123584e+23,S2(f)-NF,0.07389671746352011,3.3840886083785398,196.67153492427403,7.180313972485647,Marin,Llama 3,1.0766955959011528,w>1
B:Qwen/Qwen-7B,Qwen-7B,Alibaba,2023,Qwen,7721324544.0,2400000000000.0,310.8274993912754,1.111870734336e+23,S2(f)-NF,0.661759694607353,3.6709491906055316,160.3691586741261,7.911274574330167,Marin,Llama 3,1.938199975363618,w>1
B:Qwen/Qwen2-72B,Qwen2-72B,Alibaba,2024,Qwen2,72706203648.0,7000000000000.0,96.27789168981808,3.053660553216e+24,S2(f)-NF,-1.3454820952531845,2.875123620352671,369.71070085872753,5.430955550562223,Marin,Llama 3,1.0,not identified
B:Qwen/Qwen2-7B,Qwen2-7B,Alibaba,2024,Qwen2,7615616512.0,7000000000000.0,919.1639296661056,3.19855893504e+23,S2(f)-NF,1.4917619559766297,4.882640279834433,206.78974010959618,6.964488771681496,Marin,Llama 3,4.444920377475977,w>1
B:Qwen/Qwen2-1.5B,Qwen2-1.5B,Alibaba,2024,Qwen2,1543714304.0,7000000000000.0,4534.517806735306,6.4836000768e+22,S2(f)-NF,3.2456204555515153,6.126172085749458,176.59404622637243,9.907598064857982,Marin,Llama 3,25.677636951149516,w>1
B:Qwen/Qwen2-0.5B,Qwen2-0.5B,Alibaba,2024,Qwen2,494032768.0,12000000000000.0,24289.886779332013,3.5570359296e+22,S2(f)-NF,4.87360059520518,7.594738034023389,185.71528322199262,12.220041218295423,Marin,Llama 3,130.7909955385706,w>1
B:01-ai/Yi-6B,Yi-6B,01.AI,2023,Yi,6061035520.0,3000000000000.0,494.9649263893441,1.0909863936e+23,S2(f)-NF,1.0903025365320804,4.104648899864138,166.36503294398372,8.164847136240802,Marin,Llama 3,2.975174035255367,w>1
B:01-ai/Yi-34B,Yi-34B,01.AI,2023,Yi,34388917248.0,3000000000000.0,87.23740786501426,6.19000510464e+23,S2(f)-NF,-1.0380965255552743,2.5966198303848467,246.34420216390507,6.501373080964437,Marin,Llama 3,1.0,not identified
B:google/gemma-7b,gemma-7b,Google,2024,Gemma,8537680896.0,6000000000000.0,702.7669542921273,3.07356512256e+23,S2(f)-NF,1.1597606811769587,4.557551654855738,220.3604586472438,7.370412540490753,Marin,Llama 3,3.189169956380998,w>1
B:google/gemma-2b,gemma-2b,Google,2024,Gemma,2506172416.0,3000000000000.0,1197.044537258206,4.5111103488e+22,S2(f)-NF,2.0594286836582043,4.792606377078513,152.65526795493463,9.924481021566766,Marin,Llama 3,7.841488559776303,w>1
B:google/gemma-2-27b,gemma-2-27b,Google,2024,Gemma-2,27227128320.0,13000000000000.0,477.464969761453,2.12371600896e+24,S2(f)-NF,0.3169903221907884,4.41325259035681,347.75578747030744,5.784825552895661,Marin,Llama 3,1.3729892843328182,w>1
B:tiiuae/falcon-180B,falcon-180B,TII,2023,Falcon,179522565120.0,3500000000000.0,19.49615636151623,3.76997386752e+24,S2(f)-NF,-2.9835757381470223,1.3108356335013926,385.21170821570087,5.256060033278975,Marin,Llama 3,1.0,not identified
B:tiiuae/falcon-40b,falcon-40b,TII,2023,Falcon,41835970560.0,1000000000000.0,23.902875602367764,2.5101582336e+23,S2(f)-NF,-2.0923997385998594,1.2087777986796482,193.71703433520062,7.136489373924915,Marin,Llama 3,1.0,not identified
B:tiiuae/falcon-7b,falcon-7b,TII,2023,Falcon,7217189760.0,1500000000000.0,207.83712911547445,6.495470784e+22,S2(f)-NF,0.33343291861148927,3.1650487334683617,148.90698082950277,8.773238481959229,Marin,Llama 3,1.3957514144581724,w>1
B:microsoft/phi-2,phi-2,Microsoft,2023,Phi-2,2779683840.0,1400000000000.0,503.65440121420426,2.3349344256e+22,S2(f)-NF,1.4601961610518783,3.926097520262576,116.94387980466274,9.932307232086215,Marin,Llama 3,4.306804272745898,w>1
B:microsoft/phi-1_5,phi-1_5,Microsoft,2023,Phi-1.5,1418270720.0,150000000000.0,105.76260081009076,1.276443648e+21,S2(f)-NF,0.6341305417700531,2.069155926544178,56.096107531396626,13.357005995761769,Marin,Llama 3,1.8853821675754618,w>1
B:mosaicml/mpt-30b,mpt-30b,MosaicML,2023,MPT,30000000000.0,1050000000000.0,35.0,1.89e+23,S2(f)-NF,-1.6298408367576305,1.565013768928667,178.60718518763807,7.317979699630746,Marin,Llama 3,1.0,not identified
B:mosaicml/mpt-7b,mpt-7b,MosaicML,2023,MPT,7000000000.0,1000000000000.0,142.85714285714286,4.2e+22,S2(f)-NF,0.10197525079834069,2.765758790698061,129.00741445798872,8.989761684958442,Marin,Llama 3,1.1073560652102235,w>1
B:deepseek-ai/deepseek-llm-67b-base,deepseek-llm-67b-base,DeepSeek,2024,DeepSeek-LLM,67000000000.0,2000000000000.0,29.850746268656717,8.04e+23,S2(f)-NF,-2.1739666914817515,1.5557178683731452,262.4804312497503,6.299636742270166,Marin,Llama 3,1.0,not identified
B:deepseek-ai/deepseek-llm-7b-base,deepseek-llm-7b-base,DeepSeek,2024,DeepSeek-LLM,7000000000.0,2000000000000.0,285.7142857142857,8.4e+22,S2(f)-NF,0.6488600919810068,3.555889132596775,149.32605720792736,8.158849593838477,Marin,Llama 3,1.9133585327070288,w>1
B:stabilityai/stablelm-base-alpha-3b,stablelm-base-alpha-3b,Stability AI,2023,StableLM-alpha,3638525952.0,800000000000.0,219.8692576482137,1.74649245696e+22,S2(f)-NF,0.809977094728918,3.140891598741772,97.8128531835168,9.508075475174838,Marin,Llama 3,2.247856498324349,w>1
B:stabilityai/stablelm-base-alpha-7b-v2,stablelm-base-alpha-7b-v2,Stability AI,2023,StableLM-alpha-v2,6889414656.0,1100000000000.0,159.66523353939925,4.54701367296e+22,S2(f)-NF,0.22102190164639968,2.9055123104759346,128.00347747336366,8.737001233365168,Marin,Llama 3,1.2473507492999487,w>1
B:stabilityai/stablelm-2-1_6b,stablelm-2-1_6b,Stability AI,2024,StableLM-2,1644515328.0,2000000000000.0,1216.1637936402378,1.9734183936e+22,S2(f)-NF,2.38388897534164,4.789201949536395,112.11978142609946,10.117380663456569,Marin,Llama 3,10.84700467813378,w>1
B:stabilityai/stablelm-base-alpha-7b,stablelm-base-alpha-7b,Stability AI,2023,StableLM-alpha,7869358080.0,800000000000.0,101.6601343930711,3.7772918784e+22,S2(f)-NF,-0.11963165115916397,2.4791956986933563,114.57926854450983,8.52019761916813,Marin,Llama 3,1.0,not identified
B:HuggingFaceTB/SmolLM-135M,SmolLM-135M,Hugging Face,2024,SmolLM,134515008.0,600000000000.0,4460.468827389134,4.842540288e+20,S2(f)-NF,3.913991413377513,5.210772304513207,89.03394881514282,24.342817899407272,Marin,Llama 3,50.09851732680311,w>1
B:HuggingFaceTB/SmolLM-360M,SmolLM-360M,Hugging Face,2024,SmolLM,361821120.0,600000000000.0,1658.2779910691781,1.302556032e+21,S2(f)-NF,2.936471412134195,4.501435651367151,87.9759582998521,18.395376148930644,Marin,Llama 3,18.849217708060657,w>1
B:HuggingFaceTB/SmolLM-1.7B,SmolLM-1.7B,Hugging Face,2024,SmolLM,1711376384.0,1000000000000.0,584.3249967389991,1.0268258304e+22,S2(f)-NF,1.7782563534678557,3.9594513348065883,98.71145276589388,11.145167484527041,Marin,Llama 3,5.919525854054608,w>1
B:cerebras/btlm-3b-8k-base,btlm-3b-8k-base,Cerebras,2023,BTLM,3000000000.0,627000000000.0,209.0,1.1286e+22,S2(f)-NF,0.751927332042059,2.9596701216584966,98.5345176635077,10.833726911568833,Marin,Llama 3,2.1210841130184295,w>1
B:h2oai/h2o-danube-1.8b-base,h2o-danube-1.8b-base,H2O.ai,2024,H2O-Danube1,1831201280.0,1000000000000.0,546.0896139172642,1.098720768e+22,S2(f)-NF,1.71134908446352,3.911700842878433,98.63577307176926,10.925311437633338,Marin,Llama 3,5.53642554735105,w>1
B:h2oai/h2o-danube3-500m-base,h2o-danube3-500m-base,H2O.ai,2024,H2O-Danube3,513590784.0,4000000000000.0,7788.301746473706,1.2326178816e+22,S2(f)-NF,4.226235724803861,6.500467320166235,113.76584968229604,11.70376740767263,Marin,Llama 3,68.45904784452819,w>1
B:h2oai/h2o-danube3-4b-base,h2o-danube3-4b-base,H2O.ai,2024,H2O-Danube3,3961839360.0,6000000000000.0,1514.4480769659474,1.4262621696e+23,S2(f)-NF,2.120870285273038,5.238659557103288,181.6235358852801,8.037730673676515,Marin,Llama 3,8.338391109853333,w>1
B:allenai/OLMo-1B-hf,OLMo-1B-hf,AI2,2024,OLMo-1,1176764416.0,3000000000000.0,2549.3632873412785,2.1181759488e+22,S2(f)-NF,3.034504102438441,5.485988210522227,122.62057275478728,10.565676753721027,Marin,Llama 3,20.79066530246449,w>1
B:allenai/OLMo-7B-hf,OLMo-7B-hf,AI2,2024,OLMo-1,6888095744.0,2500000000000.0,362.94501309417336,1.0332143616e+23,S2(f)-NF,0.8181662270611794,3.8056314149490946,160.14587468441871,8.073765101137424,Marin,Llama 3,2.266340071571546,w>1
B:allenai/OLMo-7B-0424-hf,OLMo-7B-0424-hf,AI2,2024,OLMo-1.7,6888095744.0,2050000000000.0,297.6149107372222,8.47235776512e+22,S2(f)-NF,0.6739506241435675,3.5880317837411337,151.69164072437002,8.229856853212098,Marin,Llama 3,1.9619730481918962,w>1
B:TinyLlama/TinyLlama_v1.1,TinyLlama_v1.1,TinyLlama,2024,TinyLlama,1100000000.0,2000000000000.0,1818.1818181818182,1.32e+22,S2(f)-NF,2.8055272867015413,5.089635882201334,109.95431848490323,11.20047734560818,Marin,Llama 3,16.535792711329073,w>1
B:Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,Alibaba,2024,Qwen2.5,494032768.0,18000000000000.0,36434.83016899802,5.3355538944e+22,S2(f)-NF,5.168467338576327,8.039176161049163,207.43398206243106,11.752950410538903,Marin,Llama 3,175.6454261097504,w>1
B:Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Alibaba,2024,Qwen2.5,1543714304.0,18000000000000.0,11660.188645890788,1.66721144832e+23,S2(f)-NF,3.931681811044827,7.161960489476843,228.6640344000883,9.04285686338593,Marin,Llama 3,50.9926656217795,w>1
B:Qwen/Qwen2.5-3B,Qwen2.5-3B,Alibaba,2024,Qwen2.5,3085938688.0,18000000000000.0,5832.9091468974775,3.33281378304e+23,S2(f)-NF,3.1279248595486697,6.592545907241899,255.53165374322,7.9942716678652195,Marin,Llama 3,22.82656203821575,w>1
B:Qwen/Qwen2.5-7B,Qwen2.5-7B,Alibaba,2024,Qwen2.5,7615616512.0,18000000000000.0,2363.564390569986,8.22486583296e+23,S2(f)-NF,2.176687054236133,5.91917565784306,268.0675602863416,6.3518774826004165,Marin,Llama 3,8.817047419110684,w>1
B:Qwen/Qwen2.5-14B,Qwen2.5-14B,Alibaba,2024,Qwen2.5,14770033664.0,18000000000000.0,1218.6837491015756,1.595163635712e+24,S2(f)-NF,1.2996809101586937,5.298764188819683,332.2360635247903,6.0906966784872925,Marin,Llama 3,3.6681260191088243,w>1
B:Qwen/Qwen2.5-32B,Qwen2.5-32B,Alibaba,2024,Qwen2.5,32763876352.0,18000000000000.0,549.3855429869253,3.538498646016e+24,S2(f)-NF,0.34585766222608605,4.624375809113042,388.75246212121357,5.38934927815227,Marin,Llama 3,1.4132014495528162,w>1
B:Qwen/Qwen2.5-72B,Qwen2.5-72B,Alibaba,2024,Qwen2.5,72706203648.0,18000000000000.0,247.57172148810363,7.852269993984e+24,S2(f)-NF,-0.661688831768231,3.9123431359843526,479.8095026206574,4.949849577997327,Marin,Llama 3,1.0,not identified
B:Qwen/Qwen3-0.6B-Base,Qwen3-0.6B-Base,Alibaba,2025,Qwen3,596049920.0,36000000000000.0,60397.62575590984,1.2874678272e+23,S2(f)-NF,5.415154675442679,8.617132157611778,268.6878774455145,10.930673469124404,Marin,Llama 3,224.78731206679572,w>1
B:Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,Alibaba,2025,Qwen3,1720574976.0,36000000000000.0,20923.23816291514,3.71644194816e+23,S2(f)-NF,4.2293605031142905,7.777137444001747,304.6779115731689,8.771240549128756,Marin,Llama 3,68.67330176605333,w>1
B:Qwen/Qwen3-4B-Base,Qwen3-4B-Base,Alibaba,2025,Qwen3,4022468096.0,36000000000000.0,8949.729156534248,8.68853108736e+23,S2(f)-NF,3.3046126211945417,7.122657524602203,328.5752646372504,7.219033100721507,Marin,Llama 3,27.237988125535914,w>1
B:Qwen/Qwen3-8B-Base,Qwen3-8B-Base,Alibaba,2025,Qwen3,8190735360.0,36000000000000.0,4395.209760506778,1.76919883776e+24,S2(f)-NF,2.5414134840899507,6.5828253094474185,346.1447540825563,6.082679016297545,Marin,Llama 3,12.697606156580697,w>1
