uid,model,dev,year,gen,N,D,M,Cmp,set,dlo,dhi,Mstar_hi_eff,Mstar_lo_eff,binding_upper,binding_lower,tau_break,sign_tau1
B:HuggingFaceTB/SmolLM-135M,SmolLM-135M,Hugging Face,2024,SmolLM,134515008.0,600000000000.0,4460.468827389134,4.842540288e+20,S2(e) PI-4 as published,0.7250769749907846,9.807629073108565,,,,,,
B:HuggingFaceTB/SmolLM-360M,SmolLM-360M,Hugging Face,2024,SmolLM,361821120.0,600000000000.0,1658.2779910691781,1.302556032e+21,S2(e) PI-4 as published,-0.19155532023021493,8.510436898137096,,,,,,
B:HuggingFaceTB/SmolLM-1.7B,SmolLM-1.7B,Hugging Face,2024,SmolLM,1711376384.0,1000000000000.0,584.3249967389991,1.0268258304e+22,S2(e) PI-4 as published,-0.9793084281205342,6.941814685780692,,,,,,
B:cerebras/btlm-3b-8k-base,btlm-3b-8k-base,Cerebras,2023,BTLM,3000000000.0,627000000000.0,209.0,1.1286e+22,S2(e) PI-4 as published,-2.0068578830523034,5.928434482141265,,,,,,
B:h2oai/h2o-danube-1.8b-base,h2o-danube-1.8b-base,H2O.ai,2024,H2O-Danube1,1831201280.0,1000000000000.0,546.0896139172642,1.098720768e+22,S2(e) PI-4 as published,-1.0489620716768027,6.884697628087257,,,,,,
B:h2oai/h2o-danube3-500m-base,h2o-danube3-500m-base,H2O.ai,2024,H2O-Danube3,513590784.0,4000000000000.0,7788.301746473706,1.2326178816e+22,S2(e) PI-4 as published,1.6728483727655625,9.560231666028004,,,,,,
B:h2oai/h2o-danube3-4b-base,h2o-danube3-4b-base,H2O.ai,2024,H2O-Danube3,3961839360.0,6000000000000.0,1514.4480769659474,1.4262621696e+23,S2(e) PI-4 as published,-0.7823090841321614,8.304626210216224,,,,,,
B:allenai/OLMo-1B-hf,OLMo-1B-hf,AI2,2024,OLMo-1,1176764416.0,3000000000000.0,2549.3632873412785,2.1181759488e+22,S2(e) PI-4 as published,0.4103775304901509,8.52791321879331,,,,,,
B:allenai/OLMo-7B-hf,OLMo-7B-hf,AI2,2024,OLMo-1,6888095744.0,2500000000000.0,362.94501309417336,1.0332143616e+23,S2(e) PI-4 as published,-2.1120969054619465,6.825779542285014,,,,,,
B:allenai/OLMo-7B-0424-hf,OLMo-7B-0424-hf,AI2,2024,OLMo-1.7,6888095744.0,2050000000000.0,297.6149107372222,8.47235776512e+22,S2(e) PI-4 as published,-2.2488312992703694,6.596370257120257,,,,,,
B:TinyLlama/TinyLlama_v1.1,TinyLlama_v1.1,TinyLlama,2024,TinyLlama,1100000000.0,2000000000000.0,1818.1818181818182,1.32e+22,S2(e) PI-4 as published,0.17986422299869975,8.11613050428129,,,,,,
B:Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,Alibaba,2024,Qwen2.5,494032768.0,18000000000000.0,36434.83016899802,5.3355538944e+22,S2(e) PI-4 as published,3.085244424628651,11.331713404053485,,,,,,
B:Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Alibaba,2024,Qwen2.5,1543714304.0,18000000000000.0,11660.188645890788,1.66721144832e+23,S2(e) PI-4 as published,1.3838475282877738,10.370106367346025,,,,,,
B:Qwen/Qwen2.5-3B,Qwen2.5-3B,Alibaba,2024,Qwen2.5,3085938688.0,18000000000000.0,5832.9091468974775,3.33281378304e+23,S2(e) PI-4 as published,0.4002341027086356,9.785497539691987,,,,,,
B:Qwen/Qwen2.5-7B,Qwen2.5-7B,Alibaba,2024,Qwen2.5,7615616512.0,18000000000000.0,2363.564390569986,8.22486583296e+23,S2(e) PI-4 as published,-0.8260395478019147,9.023074311308376,,,,,,
B:Qwen/Qwen2.5-14B,Qwen2.5-14B,Alibaba,2024,Qwen2.5,14770033664.0,18000000000000.0,1218.6837491015756,1.595163635712e+24,S2(e) PI-4 as published,-1.720790585921753,8.464009190299324,,,,,,
B:Qwen/Qwen2.5-32B,Qwen2.5-32B,Alibaba,2024,Qwen2.5,32763876352.0,18000000000000.0,549.3855429869253,3.538498646016e+24,S2(e) PI-4 as published,-2.8047564946033496,7.791572275817453,,,,,,
B:Qwen/Qwen2.5-72B,Qwen2.5-72B,Alibaba,2024,Qwen2.5,72706203648.0,18000000000000.0,247.57172148810363,7.852269993984e+24,S2(e) PI-4 as published,-3.8586206879682114,7.118819761615477,,,,,,
B:Qwen/Qwen3-0.6B-Base,Qwen3-0.6B-Base,Alibaba,2025,Qwen3,596049920.0,36000000000000.0,60397.62575590984,1.2874678272e+23,S2(e) PI-4 as published,3.2906823775825362,11.9745536915017,,,,,,
B:Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,Alibaba,2025,Qwen3,1720574976.0,36000000000000.0,20923.23816291514,3.71644194816e+23,S2(e) PI-4 as published,1.765881429066786,11.079838254468905,,,,,,
B:Qwen/Qwen3-4B-Base,Qwen3-4B-Base,Alibaba,2025,Qwen3,4022468096.0,36000000000000.0,8949.729156534248,8.68853108736e+23,S2(e) PI-4 as published,0.5243352362003684,10.363082103977964,,,,,,
B:Qwen/Qwen3-8B-Base,Qwen3-8B-Base,Alibaba,2025,Qwen3,8190735360.0,36000000000000.0,4395.209760506778,1.76919883776e+24,S2(e) PI-4 as published,-0.43764768161232226,9.762906941079297,,,,,,
B:Qwen/Qwen3-14B-Base,Qwen3-14B-Base,Alibaba,2025,Qwen3,14768307200.0,36000000000000.0,2437.6524345322396,3.1899543552e+24,S2(e) PI-4 as published,-1.2431058855527795,9.265385991653794,,,,,,
B:allenai/OLMo-2-0425-1B,OLMo-2-0425-1B,AI2,2025,OLMo-2,1484916736.0,4050000000000.0,2727.4256541209866,3.60834766848e+22,S2(e) PI-4 as published,0.3874161346213816,8.678528126534005,,,,,,
B:allenai/OLMo-2-1124-7B,OLMo-2-1124-7B,AI2,2024,OLMo-2,7298617344.0,4050000000000.0,554.8996212727055,1.773564014592e+23,S2(e) PI-4 as published,-1.8194166440965986,7.33460479294253,,,,,,
B:allenai/OLMo-2-1124-13B,OLMo-2-1124-13B,AI2,2024,OLMo-2,13716198400.0,5150000000000.0,375.46846799766325,4.2383053056e+23,S2(e) PI-4 as published,-2.506896646511061,7.079894948018591,,,,,,
B:allenai/OLMo-2-0325-32B,OLMo-2-0325-32B,AI2,2025,OLMo-2,32234279936.0,6150000000000.0,190.79067415839916,1.1894449296384e+24,S2(e) PI-4 as published,-3.533796441359806,6.563875036300457,,,,,,
B:allenai/Olmo-3-1025-7B,Olmo-3-1025-7B,AI2,2025,Olmo-3,7298011136.0,6030000000000.0,826.2525073790187,2.6404204290048e+23,S2(e) PI-4 as published,-1.545112786545543,7.794797726582692,,,,,,
B:allenai/Olmo-3-1125-32B,Olmo-3-1125-32B,AI2,2025,Olmo-3,32233522176.0,5600000000000.0,173.73217762002974,1.0830463451136e+24,S2(e) PI-4 as published,-3.598330882014391,6.455594457601878,,,,,,
B:HuggingFaceTB/SmolLM2-135M,SmolLM2-135M,Hugging Face,2024,SmolLM2,134515008.0,2000000000000.0,14868.229424630446,1.614180096e+21,S2(e) PI-4 as published,2.116869536791567,10.637176630907835,,,,,,
B:HuggingFaceTB/SmolLM2-360M,SmolLM2-360M,Hugging Face,2024,SmolLM2,361821120.0,4000000000000.0,11055.186607127853,8.68370688e+21,S2(e) PI-4 as published,2.001515382297864,9.85586533775803,,,,,,
B:HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,Hugging Face,2024,SmolLM2,1711376384.0,11000000000000.0,6427.574964128989,1.12950841344e+23,S2(e) PI-4 as published,0.7739516467251839,9.713781621135608,,,,,,
B:HuggingFaceTB/SmolLM3-3B-Base,SmolLM3-3B-Base,Hugging Face,2025,SmolLM3,3075098624.0,11200000000000.0,3642.1596083417194,2.066466275328e+23,S2(e) PI-4 as published,0.05565661876032735,9.239994077315162,,,,,,
B:tiiuae/Falcon3-7B-Base,Falcon3-7B-Base,TII,2024,Falcon3,7455550464.0,14000000000000.0,1877.7956191968176,6.26266238976e+23,S2(e) PI-4 as published,-0.9959073338130588,8.750483214884259,,,,,,
B:tiiuae/falcon-11B,falcon-11B,TII,2024,Falcon2,11102822400.0,5500000000000.0,495.3695377492483,3.663931392e+23,S2(e) PI-4 as published,-2.202699131570581,7.334306701686818,,,,,,
B:ibm-granite/granite-3.0-2b-base,granite-3.0-2b-base,IBM,2024,Granite-3.0,2533525504.0,12000000000000.0,4736.482810634458,1.82413836288e+23,S2(e) PI-4 as published,0.2932615849630018,9.483253872638407,,,,,,
B:ibm-granite/granite-3.0-8b-base,granite-3.0-8b-base,IBM,2024,Granite-3.0,8170835968.0,12000000000000.0,1468.6379762115425,5.88300189696e+23,S2(e) PI-4 as published,-1.2623012237308187,8.494964128308855,,,,,,
B:swiss-ai/Apertus-8B-2509,Apertus-8B-2509,Swiss AI,2025,Apertus,8053338176.0,15000000000000.0,1862.5816614409612,7.2480043584e+23,S2(e) PI-4 as published,-1.0318254274950505,8.765143025032932,,,,,,
B:swiss-ai/Apertus-70B-2509,Apertus-70B-2509,Swiss AI,2025,Apertus,70599864480.0,15000000000000.0,212.46499707162045,6.3539878032e+24,S2(e) PI-4 as published,-3.9482652615866627,6.932868365924682,,,,,,
B:marin-community/marin-8b-base,marin-8b-base,Marin,2025,Marin,8030261248.0,12700000000000.0,1581.5176627239912,6.119059070976e+23,S2(e) PI-4 as published,-1.1444949069062051,8.575150859909504,,,,,,
B:m-a-p/neo_7b,neo_7b,M-A-P,2024,MAP-Neo,7793716224.0,4420000000000.0,567.1235483772215,2.0668935426048e+23,S2(e) PI-4 as published,-1.8875866495686235,7.380271423566987,,,,,,
B:stabilityai/stablelm-3b-4e1t,stablelm-3b-4e1t,Stability AI,2023,StableLM-3B-4E1T,2795443200.0,4000000000000.0,1430.9001163035614,6.70906368e+22,S2(e) PI-4 as published,-0.5839884949831635,8.130226317267958,,,,,,
B:meta-llama/Llama-2-7b-hf,Llama-2-7b-hf,Meta,2023,Llama-2,6738417664.0,2000000000000.0,296.80558548411165,8.0861011968e+22,S2(f)-total,0.5424454996848294,3.9582533337820447,172.54047220802093,5.667930139622475,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.7202084918735603,w>1
B:meta-llama/Llama-2-13b-hf,Llama-2-13b-hf,Meta,2023,Llama-2,13015866880.0,2000000000000.0,153.6586090222828,1.5619040256e+23,S2(f)-total,-0.3292367017645903,3.363450394092121,213.57114710266285,5.318987272912872,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:meta-llama/Llama-2-70b-hf,Llama-2-70b-hf,Meta,2023,Llama-2,68976653312.0,2000000000000.0,28.99531803831451,8.27719839744e+23,S2(f)-total,-2.5390278137775635,1.8580288481424083,367.29384077949703,4.522683542911202,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:huggyllama/llama-7b,llama-7b,Meta,2023,Llama,6738417664.0,1000000000000.0,148.40279274205582,4.0430505984e+22,S2(f)-total,0.07331951267762093,3.198637294733624,137.91128786598279,6.057473838505017,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0760743013745786,w>1
B:huggyllama/llama-13b,llama-13b,Meta,2023,Llama,13015866880.0,1000000000000.0,76.8293045111414,7.809520128e+22,S2(f)-total,-0.797781828201261,2.603413165704154,170.60790402544404,5.68694371320344,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:huggyllama/llama-30b,llama-30b,Meta,2023,Llama,32528947456.0,1400000000000.0,43.03858899503889,2.732431586304e+23,S2(f)-total,-1.7834623891725503,2.145037992465829,256.09783025589917,5.038251711555933,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:huggyllama/llama-65b,llama-65b,Meta,2023,Llama,65285665792.0,1400000000000.0,21.444217241505925,5.483995926528e+23,S2(f)-total,-2.706661882608311,1.5161842421407996,321.2169974198537,4.708035710400303,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:meta-llama/Meta-Llama-3-70B,Meta-Llama-3-70B,Meta,2024,Llama-3 herd,70553706496.0,15000000000000.0,212.60399694026586,6.34983358464e+24,S2(f)-total,-1.2115367413883567,4.049968734248324,714.0607247573781,3.7041822967804094,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:meta-llama/Meta-Llama-3-8B,Meta-Llama-3-8B,Meta,2024,Llama-3 herd,8030261248.0,15000000000000.0,1867.9342473118006,7.2272351232e+23,S2(f)-total,1.6706072910223009,6.010240341914283,351.419662041425,4.582973745058665,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",5.315394808761755,w>1
B:meta-llama/Llama-3.1-405B,Llama-3.1-405B,Meta,2024,Llama-3 herd,405853388800.0,15600000000000.0,38.437525546170825,3.798787719168e+25,S2(f)-total,-3.50693910474112,2.5156449595262833,1281.7393669789133,3.1061662559866874,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:Qwen/Qwen-72B,Qwen-72B,Alibaba,2023,Qwen,72287920128.0,3000000000000.0,41.50070986532617,1.301182562304e+24,S2(f)-total,-2.3278658404677897,2.2608167783654904,425.63253185979914,4.327083480191415,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:Qwen/Qwen-14B,Qwen-14B,Alibaba,2023,Qwen,14167290880.0,3000000000000.0,211.75537549208562,2.5501123584e+23,S2(f)-total,-0.16769167892809378,3.7316671722114876,250.4159657483503,5.072148763407173,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:Qwen/Qwen-7B,Qwen-7B,Alibaba,2023,Qwen,7721324544.0,2400000000000.0,310.8274993912754,1.111870734336e+23,S2(f)-total,0.48546245047276404,4.035109656282786,191.28713876717504,5.496592955613975,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.6249262830450866,w>1
B:Qwen/Qwen2-72B,Qwen2-72B,Alibaba,2024,Qwen2,72706203648.0,7000000000000.0,96.27789168981808,3.053660553216e+24,S2(f)-total,-1.7646360114794648,3.185906371347537,562.2095957036365,3.980201091933734,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:Qwen/Qwen2-7B,Qwen2-7B,Alibaba,2024,Qwen2,7615616512.0,7000000000000.0,919.1639296661056,3.19855893504e+23,S2(f)-total,1.2267145754167164,5.22171002230186,269.5489238083876,4.961729961344363,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",3.4100077888624973,w>1
B:Qwen/Qwen2-1.5B,Qwen2-1.5B,Alibaba,2024,Qwen2,1543714304.0,7000000000000.0,4534.517806735306,6.4836000768e+22,S2(f)-total,3.340299266179347,6.66341583699031,160.64143406263764,5.789570984134811,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",28.22757299942428,w>1
B:Qwen/Qwen2-0.5B,Qwen2-0.5B,Alibaba,2024,Qwen2,494032768.0,12000000000000.0,24289.886779332013,3.5570359296e+22,S2(f)-total,5.212517960480262,8.284300523787508,132.32981440931593,6.131962447644825,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",183.5556627034914,w>1
B:01-ai/Yi-6B,Yi-6B,01.AI,2023,Yi,6061035520.0,3000000000000.0,494.9649263893441,1.0909863936e+23,S2(f)-total,0.9568555462782342,4.498528547352439,190.11541935241283,5.506660485448018,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",2.6034970128953,w>1
B:01-ai/Yi-34B,Yi-34B,01.AI,2023,Yi,34388917248.0,3000000000000.0,87.23740786501426,6.19000510464e+23,S2(f)-total,-1.342904298272546,2.9311704369933818,334.1324684509771,4.652770232842404,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:google/gemma-7b,gemma-7b,Google,2024,Gemma,8537680896.0,6000000000000.0,702.7669542921273,3.07356512256e+23,S2(f)-total,0.9712326330281771,4.949396268800345,266.0788523091969,4.980991991764657,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",2.641198081670455,w>1
B:google/gemma-2b,gemma-2b,Google,2024,Gemma,2506172416.0,3000000000000.0,1197.044537258206,4.5111103488e+22,S2(f)-total,2.1256429403036643,5.296787850659787,142.87469279729115,5.994384184026548,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",8.378282492313444,w>1
B:google/gemma-2-27b,gemma-2-27b,Google,2024,Gemma-2,27227128320.0,13000000000000.0,477.464969761453,2.12371600896e+24,S2(f)-total,-0.04486092330855396,4.751557216109462,499.37220463719797,4.124453719432611,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:tiiuae/falcon-180B,falcon-180B,TII,2023,Falcon,179522565120.0,3500000000000.0,19.49615636151623,3.76997386752e+24,S2(f)-total,-3.4304562270675105,1.6095586967720086,602.2505553035035,3.898760334677187,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:tiiuae/falcon-40b,falcon-40b,TII,2023,Falcon,41835970560.0,1000000000000.0,23.902875602367764,2.5101582336e+23,S2(f)-total,-2.3439944378580826,1.5487011964434003,249.13457383739203,5.079930464200125,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:tiiuae/falcon-7b,falcon-7b,TII,2023,Falcon,7217189760.0,1500000000000.0,207.83712911547445,6.495470784e+22,S2(f)-total,0.25698844784932007,3.5808722109884874,160.73648613955586,5.788554054538605,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.2930301893934928,w>1
B:microsoft/phi-2,phi-2,Microsoft,2023,Phi-2,2779683840.0,1400000000000.0,503.65440121420426,2.3349344256e+22,S2(f)-total,1.47217958087072,4.368361398669807,115.55085546554693,6.382302478618034,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",4.358724988967094,w>1
B:microsoft/phi-1_5,phi-1_5,Microsoft,2023,Phi-1.5,1418270720.0,150000000000.0,105.76260081009076,1.276443648e+21,S2(f)-total,0.8337279628081702,2.5446232934549893,45.94610157505982,8.302641141214348,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",2.3018841029921058,w>1
B:mosaicml/mpt-30b,mpt-30b,MosaicML,2023,MPT,30000000000.0,1050000000000.0,35.0,1.89e+23,S2(f)-total,-1.870496145932035,1.9025285411155106,227.20307189528245,5.221681729305739,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:mosaicml/mpt-7b,mpt-7b,MosaicML,2023,MPT,7000000000.0,1000000000000.0,142.85714285714286,4.2e+22,S2(f)-total,0.02294397201215581,3.164190673188184,139.6167484796781,6.0354743828550115,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0232092095880345,w>1
B:deepseek-ai/deepseek-llm-67b-base,deepseek-llm-67b-base,DeepSeek,2024,DeepSeek-LLM,67000000000.0,2000000000000.0,29.850746268656717,8.04e+23,S2(f)-total,-2.500481373264609,1.8842652191877138,363.83163281444826,4.53554213449426,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:deepseek-ai/deepseek-llm-7b-base,deepseek-llm-7b-base,DeepSeek,2024,DeepSeek-LLM,7000000000.0,2000000000000.0,285.7142857142857,8.4e+22,S2(f)-total,0.4920327135310725,3.923834349389394,174.68067572264755,5.647189349380959,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.6356376258123355,w>1
B:stabilityai/stablelm-base-alpha-3b,stablelm-base-alpha-3b,Stability AI,2023,StableLM-alpha,3638525952.0,800000000000.0,219.8692576482137,1.74649245696e+22,S2(f)-total,0.7366532469400884,3.5120619037049297,105.2543539432476,6.559872603530085,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",2.088932660845229,w>1
B:stabilityai/stablelm-base-alpha-7b-v2,stablelm-base-alpha-7b-v2,Stability AI,2023,StableLM-alpha-v2,6889414656.0,1100000000000.0,159.66523353939925,4.54701367296e+22,S2(f)-total,0.10855193046061906,3.283014489665896,143.24083901167512,5.9898408547887945,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.114662791987594,w>1
B:stabilityai/stablelm-2-1_6b,stablelm-2-1_6b,Stability AI,2024,StableLM-2,1644515328.0,2000000000000.0,1216.1637936402378,1.9734183936e+22,S2(f)-total,2.4078347768181363,5.234012784419973,109.46687316960409,6.4846897000700645,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",11.109879714532056,w>1
B:stabilityai/stablelm-base-alpha-7b,stablelm-base-alpha-7b,Stability AI,2023,StableLM-alpha,7869358080.0,800000000000.0,101.6601343930711,3.7772918784e+22,S2(f)-total,-0.2830392457929527,2.8138512708853334,134.91898400268022,6.0969214479324165,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:HuggingFaceTB/SmolLM-135M,SmolLM-135M,Hugging Face,2024,SmolLM,134515008.0,600000000000.0,4460.468827389134,4.842540288e+20,S2(f)-total,4.818576641390566,6.212077560964561,36.03290383191515,8.943541008926106,DeepSeek LLM law,"Llama 3 (total parameters, conversion bound)",123.78876951455679,w>1
B:HuggingFaceTB/SmolLM-360M,SmolLM-360M,Hugging Face,2024,SmolLM,361821120.0,600000000000.0,1658.2779910691781,1.302556032e+21,S2(f)-total,3.5797749764423386,5.298639756115914,46.236059934552785,8.288717328557727,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",35.86546936344648,w>1
B:HuggingFaceTB/SmolLM-1.7B,SmolLM-1.7B,Hugging Face,2024,SmolLM,1711376384.0,1000000000000.0,584.3249967389991,1.0268258304e+22,S2(f)-total,1.8842998194476328,4.43970649029298,88.77965468648556,6.894685097137692,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",6.581744418836399,w>1
B:cerebras/btlm-3b-8k-base,btlm-3b-8k-base,Cerebras,2023,BTLM,3000000000.0,627000000000.0,209.0,1.1286e+22,S2(f)-total,0.8259402672811929,3.4203961903132196,91.50503377325475,6.834190725649699,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",2.2840273521770653,w>1
B:h2oai/h2o-danube-1.8b-base,h2o-danube-1.8b-base,H2O.ai,2024,H2O-Danube1,1831201280.0,1000000000000.0,546.0896139172642,1.098720768e+22,S2(f)-total,1.7949760316165904,4.378340841963555,90.72265076235905,6.851326261614343,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",6.019330446458223,w>1
B:h2oai/h2o-danube3-500m-base,h2o-danube3-500m-base,H2O.ai,2024,H2O-Danube3,513590784.0,4000000000000.0,7788.301746473706,1.2326178816e+22,S2(f)-total,4.415756179759271,7.046679773682448,94.12483480279877,6.778110237795914,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",82.74438688568219,w>1
B:h2oai/h2o-danube3-4b-base,h2o-danube3-4b-base,H2O.ai,2024,H2O-Danube3,3961839360.0,6000000000000.0,1514.4480769659474,1.4262621696e+23,S2(f)-total,1.9883044351188577,5.6427350967630066,207.3694346077943,5.36593827616157,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",7.303140310095751,w>1
B:allenai/OLMo-1B-hf,OLMo-1B-hf,AI2,2024,OLMo-1,1176764416.0,3000000000000.0,2549.3632873412785,2.1181759488e+22,S2(f)-total,3.1252225514864174,5.980846553782158,111.98628005128255,6.4414415739539965,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",22.764960905691602,w>1
B:allenai/OLMo-7B-hf,OLMo-7B-hf,AI2,2024,OLMo-1,6888095744.0,2500000000000.0,362.94501309417336,1.0332143616e+23,S2(f)-total,0.6642477342516919,4.183043945562151,186.79347774246878,5.53564116718987,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.9430282977790254,w>1
B:allenai/OLMo-7B-0424-hf,OLMo-7B-0424-hf,AI2,2024,OLMo-1.7,6888095744.0,2050000000000.0,297.6149107372222,8.47235776512e+22,S2(f)-total,0.5300642211355555,3.9654682517927395,175.16636576615662,5.642527780833589,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.6990414194842165,w>1
B:TinyLlama/TinyLlama_v1.1,TinyLlama_v1.1,TinyLlama,2024,TinyLlama,1100000000.0,2000000000000.0,1818.1818181818182,1.32e+22,S2(f)-total,2.939027152127033,5.598306971523176,96.21306195482826,6.734781104959678,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",18.897453019793186,w>1
B:Qwen/Qwen2.5-0.5B,Qwen2.5-0.5B,Alibaba,2024,Qwen2.5,494032768.0,18000000000000.0,36434.83016899802,5.3355538944e+22,S2(f)-total,5.48710036673454,8.72852671709524,150.8340313436754,5.8988283815468705,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",241.55576725242625,w>1
B:Qwen/Qwen2.5-1.5B,Qwen2.5-1.5B,Alibaba,2024,Qwen2.5,1543714304.0,18000000000000.0,11660.188645890788,1.66721144832e+23,S2(f)-total,3.9787966026565265,7.698968026885321,218.1404313743154,5.28550205899107,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",53.452670705884096,w>1
B:Qwen/Qwen2.5-3B,Qwen2.5-3B,Alibaba,2024,Qwen2.5,3085938688.0,18000000000000.0,5832.9091468974775,3.33281378304e+23,S2(f)-total,3.0611549498652124,7.073514115822258,273.175979498773,4.941935396305391,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",21.352203651286537,w>1
B:Qwen/Qwen2.5-7B,Qwen2.5-7B,Alibaba,2024,Qwen2.5,7615616512.0,18000000000000.0,2363.564390569986,8.22486583296e+23,S2(f)-total,1.8638299674218821,6.258201217547397,366.535773923196,4.525485553566647,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",6.448386647970813,w>1
B:Qwen/Qwen2.5-14B,Qwen2.5-14B,Alibaba,2024,Qwen2.5,14770033664.0,18000000000000.0,1218.6837491015756,1.595163635712e+24,S2(f)-total,0.9855292967804807,5.6605658516816915,454.86349563356396,4.241685905522502,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",2.6792296167976994,w>1
B:Qwen/Qwen2.5-32B,Qwen2.5-32B,Alibaba,2024,Qwen2.5,32763876352.0,18000000000000.0,549.3855429869253,3.538498646016e+24,S2(f)-total,-0.07118329373173182,4.941924026799726,589.9181230994417,3.923077539265771,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:Qwen/Qwen2.5-72B,Qwen2.5-72B,Alibaba,2024,Qwen2.5,72706203648.0,18000000000000.0,247.57172148810363,7.852269993984e+24,S2(f)-total,-1.128666347918525,4.223110042210289,765.3755831702459,3.6276689577701404,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",1.0,not identified
B:Qwen/Qwen3-0.6B-Base,Qwen3-0.6B-Base,Alibaba,2025,Qwen3,596049920.0,36000000000000.0,60397.62575590984,1.2874678272e+23,S2(f)-total,5.7074012769901765,9.318737199590933,200.59817895249876,5.419306606472588,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",301.08760743143074,w>1
B:Qwen/Qwen3-1.7B-Base,Qwen3-1.7B-Base,Alibaba,2025,Qwen3,1720574976.0,36000000000000.0,20923.23816291514,3.71644194816e+23,S2(f)-total,4.303075200080084,8.361455293751877,283.0264890149831,4.88984399615369,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",73.92678415272815,w>1
B:Qwen/Qwen3-4B-Base,Qwen3-4B-Base,Alibaba,2025,Qwen3,4022468096.0,36000000000000.0,8949.729156534248,8.68853108736e+23,S2(f)-total,3.17741714028684,7.595009529249177,373.1428822715685,4.501312494623583,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",23.98472430199205,w>1
B:Qwen/Qwen3-8B-Base,Qwen3-8B-Base,Alibaba,2025,Qwen3,8190735360.0,36000000000000.0,4395.209760506778,1.76919883776e+24,S2(f)-total,2.234500231137199,6.953447668843733,470.4879298986613,4.198901179849215,Marin (total parameters),"Llama 3 (total parameters, conversion bound)",9.341811938626067,w>1
